ID,Probe_Id,Definition,Ontology_Component,Ontology_Process,Ontology_Function,Chromosome,Probe_Coordinates,Cytoband,Probe_Chr_Orientation,RefSeq_ID,Entrez_Gene_ID,Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
CARD12,ILMN_1796976,"Homo sapiens NLR family, CARD domain containing 4 (NLRC4), mRNA.",intracellular [goid 5622] [pmid 15107016] [evidence NAS],positive regulation of apoptosis [goid 43065] [pmid 11374873] [evidence IMP]; caspase activation [goid 6919] [pmid 15030775] [evidence IDA],transferase activity [goid 16740] [evidence IEA]; protein homodimerization activity [goid 42803] [pmid 15107016] [evidence IDA]; nucleotide binding [goid 166] [evidence IEA]; ATP binding [goid 5524] [pmid 15882992] [evidence IDA]; magnesium ion binding [goid 287] [pmid 15882992] [evidence TAS]; protein binding [goid 5515] [pmid 15107016] [evidence IPI],2,32314083-32314132,2p22.3e,-,NM_021209.3,58484,CARD12,-1.5641382608267964,6.02079705805137,-20.38720130761398,2.201384743981168e-47,1.529350901304695e-45,97.28146923966605
VGLL3,ILMN_1714586,"Homo sapiens vestigial like 3 (Drosophila) (VGLL3), mRNA.",nucleus [goid 5634] [evidence IEA],regulation of transcription [goid 45449] [evidence IEA],transcription regulator activity [goid 30528] [evidence IEA],3,87070266-87070315,3p12.1a,-,NM_016206.2,389136,VGLL3,-2.3418507861844313,6.6244060999239895,-20.369751999622718,2.440196600482192e-47,1.6893928575241418e-45,97.17867952923676
AHNAK,ILMN_1714567,"Homo sapiens AHNAK nucleoprotein (AHNAK), transcript variant 1, mRNA.",nucleus [goid 5634] [pmid 1608957] [evidence NAS],,protein binding [goid 5515] [evidence IEA],11,62040123-62040172,11q12.3a,-,NM_001620.1,79026,AHNAK,-1.5856046974407336,8.614467076458714,-20.36542455983322,2.503341706869647e-47,1.7271331334844104e-45,97.15318175893789
TNFSF13,ILMN_1784264,"Homo sapiens tumor necrosis factor (ligand) superfamily, member 13 (TNFSF13), transcript variant gamma, mRNA.",membrane [goid 16020] [evidence IEA]; extracellular space [goid 5615] [evidence IEA],immune response [goid 6955] [evidence IEA]; signal transduction [goid 7165] [pmid 9743536] [evidence TAS]; positive regulation of cell proliferation [goid 8284] [pmid 9743536] [evidence TAS]; positive regulation of isotype switching to IgA isotypes [goid 48298] [pmid 14988498] [evidence IDA],tumor necrosis factor receptor binding [goid 5164] [evidence IEA],17,7404833-7404858:7405040-7405046:7405047-7405063,17p13.1d,+,NM_172088.1,8741,TNFSF13,-1.8376080795126848,6.45168078208025,-20.344696583279834,2.829302998029967e-47,1.9453159582331126e-45,97.0310178947831
CHTF18,ILMN_1756705,"Homo sapiens CTF18, chromosome transmission fidelity factor 18 homolog (S. cerevisiae) (CHTF18), mRNA.",,,ATP binding [goid 5524] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA]; nucleoside-triphosphatase activity [goid 17111] [evidence IEA]; helicase activity [goid 4386] [evidence IEA],16,787085-787093:787695-787735,16p13.3f,+,NM_022092.1,63922,CHTF18,2.0815209691659584,7.044478254529032,20.339428061085904,2.9187364136541224e-47,1.999934183712044e-45,96.99995845677795
FHL5,ILMN_1669023,"Homo sapiens four and a half LIM domains 5 (FHL5), mRNA.",nucleus [goid 5634] [evidence IEA],,zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA],6,97170923-97170972,6q16.1f,+,NM_020482.3,9457,FHL5,-1.9487752193209413,6.226496834567133,-20.33768577587596,2.948931696522249e-47,2.0137278288060464e-45,96.98968643128458
KIAA1324L,ILMN_1652371,"Homo sapiens KIAA1324-like (KIAA1324L), mRNA.",,,,7,86347484-86347533,7q21.12a,-,NM_152748.2,222223,KIAA1324L,-2.5269889910282783,8.239679394905169,-20.300749917718253,3.6682764055051894e-47,2.496424296644484e-45,96.77183431130449
ABCA9,ILMN_1668446,"Homo sapiens ATP-binding cassette, sub-family A (ABC1), member 9 (ABCA9), transcript variant 1, mRNA.",,,ATPase activity [goid 16887] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; ATPase activity [goid 16887] [evidence IEA]; nucleotide binding [goid 166] [evidence IEA]; ATP binding [goid 5524] [evidence IEA],17,64483214-64483263,17q24.2c,-,NM_080283.2,10350,ABCA9,-1.3535952505074489,5.944141461041857,-20.26869063685768,4.434071886973295e-47,3.00735289201904e-45,96.58260766001627
XPR1,ILMN_1798030,"Homo sapiens xenotropic and polytropic retrovirus receptor (XPR1), mRNA.",plasma membrane [goid 5886] [pmid 9927670] [evidence TAS]; integral to plasma membrane [goid 5887] [pmid 9927670] [evidence TAS]; integral to membrane [goid 16021] [evidence IEA]; plasma membrane [goid 5886] [pmid 9927670] [evidence TAS]; integral to plasma membrane [goid 5887] [pmid 9927670] [evidence TAS]; integral to membrane [goid 16021] [evidence IEA],G-protein coupled receptor protein signaling pathway [goid 7186] [pmid 9990033] [evidence TAS]; G-protein coupled receptor protein signaling pathway [goid 7186] [pmid 9990033] [evidence TAS],receptor activity [goid 4872] [evidence IEA]; G-protein coupled receptor activity [goid 4930] [pmid 9990033] [evidence TAS]; receptor activity [goid 4872] [evidence IEA]; G-protein coupled receptor activity [goid 4930] [pmid 9990033] [evidence TAS],1,179121561-179121610,1q25.3a,+,NM_004736.2,9213,XPR1,2.0020089094405744,10.1374800658732,20.23169791660467,5.519284456828034e-47,3.730737953115382e-45,96.3641036266391
ALOX5,ILMN_1680996,"Homo sapiens arachidonate 5-lipoxygenase (ALOX5), mRNA.",,leukotriene biosynthesis [goid 19370] [evidence IEA]; electron transport [goid 6118] [evidence IEA]; inflammatory response [goid 6954] [evidence NR ]; leukotriene biosynthesis [goid 19370] [evidence IEA]; electron transport [goid 6118] [evidence IEA]; inflammatory response [goid 6954] [evidence NR ],iron ion binding [goid 5506] [evidence IEA]; lipoxygenase activity [goid 16165] [evidence IEA]; arachidonate 5-lipoxygenase activity [goid 4051] [pmid 2829172] [evidence TAS]; oxidoreductase activity [goid 16491] [evidence IEA]; protein binding [goid 5515] [pmid 11785969] [evidence IPI]; calcium ion binding [goid 5509] [evidence IEA]; iron ion binding [goid 5506] [evidence IEA]; lipoxygenase activity [goid 16165] [evidence IEA]; arachidonate 5-lipoxygenase activity [goid 4051] [pmid 2829172] [evidence TAS]; oxidoreductase activity [goid 16491] [evidence IEA]; protein binding [goid 5515] [pmid 11785969] [evidence IPI]; calcium ion binding [goid 5509] [evidence IEA],10,45261351-45261400,10q11.21d,+,NM_000698.2,240,ALOX5,-1.2489183490381244,8.408700726017301,-20.21159234085697,6.217124663798868e-47,4.18829058159218e-45,96.24527542891035
GPR172A,ILMN_2041577,"Homo sapiens G protein-coupled receptor 172A (GPR172A), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],,receptor activity [goid 4872] [evidence IEA],8,145555566-145555615,8q24.3h,+,NM_024531.3,79581,GPR172A,1.332070976535963,10.095073641882452,20.210013626878546,6.275532326180914e-47,4.213451368531132e-45,96.23594277796433
TNFRSF21,ILMN_1699695,"Homo sapiens tumor necrosis factor receptor superfamily, member 21 (TNFRSF21), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],apoptosis [goid 6915] [evidence IEA]; signal transduction [goid 7165] [evidence IEA],receptor activity [goid 4872] [evidence IEA]; protein binding [goid 5515] [evidence IEA],6,47307455-47307504,6p12.3d,-,NM_014452.3,27242,TNFRSF21,1.7800595385039113,11.463664654796288,20.208035248721366,6.349504394350306e-47,4.248858994052205e-45,96.22424705584896
CD300LG,ILMN_2174804,"Homo sapiens CD300 molecule-like family member g (CD300LG), mRNA.",,,,17,39295859-39295908,17q21.31b,+,NM_145273.2,146894,CD300LG,-1.6563388508204753,6.628371488153105,-20.195149458759104,6.853191311388841e-47,4.570621725275597e-45,96.14805734778795
TTK,ILMN_1788166,"Homo sapiens TTK protein kinase (TTK), mRNA.",spindle [goid 5819] [pmid 10366450] [evidence TAS],mitotic spindle organization and biogenesis [goid 7052] [pmid 7737118] [evidence TAS]; mitotic spindle checkpoint [goid 7094] [pmid 10366450] [evidence TAS]; protein amino acid phosphorylation [goid 6468] [evidence IEA]; positive regulation of cell proliferation [goid 8284] [pmid 1639825] [evidence TAS],kinase activity [goid 16301] [evidence IEA]; transferase activity [goid 16740] [evidence IEA]; protein-tyrosine kinase activity [goid 4713] [pmid 7737118] [evidence TAS]; nucleotide binding [goid 166] [evidence IEA]; binding [goid 5488] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; protein serine/threonine kinase activity [goid 4674] [pmid 7737118] [evidence TAS],6,80807086-80807135,6q14.1d,+,NM_003318.3,7272,TTK,1.9802142878485176,6.069530227362939,20.19170463116489,6.99451065771304e-47,4.6493743933396185e-45,96.12768566436262
CDCA5,ILMN_1683450,"Homo sapiens cell division cycle associated 5 (CDCA5), mRNA.",nucleus [goid 5634] [evidence ISS]; cohesin complex [goid 8278] [pmid 15837422] [evidence IDA]; cytoplasm [goid 5737] [evidence ISS],mitotic metaphase plate congression [goid 7080] [pmid 15837422] [evidence IMP]; G1/S transition of mitotic cell cycle [goid 82] [pmid 15837422] [evidence IDA]; mitosis [goid 7067] [pmid 15837422] [evidence IDA]; mitotic chromosome condensation [goid 7076] [pmid 15837422] [evidence IMP]; cell cycle [goid 7049] [evidence IEA]; cell division [goid 51301] [evidence IEA],chromatin binding [goid 3682] [pmid 15837422] [evidence TAS]; protein binding [goid 5515] [evidence ISS],11,64601683-64601732,11q13.1c,-,NM_080668.2,113130,CDCA5,2.412581735231046,8.018268195381607,20.156303907395444,8.627595646693805e-47,5.715924956922174e-45,95.91825134536684
AFF3,ILMN_1677951,"Homo sapiens AF4/FMR2 family, member 3 (AFF3), transcript variant 2, mRNA.",nucleus [goid 5634] [pmid 8555498] [evidence TAS],"regulation of transcription, DNA-dependent [goid 6355] [evidence IEA]; development [goid 7275] [pmid 8555498] [evidence TAS]; transcription [goid 6350] [evidence IEA]",DNA binding [goid 3677] [evidence IEA],2,99994392-99994441,2q11.2c-q11.2d,-,NM_001025108.1,3899,AFF3,-1.0342697628330217,5.7462475220377955,-20.137816157941476,9.627412577499515e-47,6.357269665036643e-45,95.80881437890243
PRC1,ILMN_1728934,"Homo sapiens protein regulator of cytokinesis 1 (PRC1), transcript variant 1, mRNA.",nucleus [goid 5634] [pmid 9885575] [evidence TAS]; spindle microtubule [goid 5876] [pmid 9885575] [evidence TAS],cell cycle [goid 7049] [evidence IEA]; cytokinesis [goid 910] [pmid 9885575] [evidence TAS]; mitotic spindle elongation [goid 22] [pmid 9885575] [evidence TAS],protein binding [goid 5515] [pmid 14744859] [evidence IPI],15,89310504-89310553,15q26.1c,-,NM_003981.2,9055,PRC1,1.9500853212207891,8.117200080739389,20.11881644262948,1.077623572775422e-46,7.092464619766658e-45,95.69630290021465
FGR,ILMN_1795158,"Homo sapiens Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog (FGR), mRNA.",,response to virus [goid 9615] [pmid 3003578] [evidence TAS]; intracellular signaling cascade [goid 7242] [evidence IEA]; protein amino acid phosphorylation [goid 6468] [pmid 2995972] [evidence TAS],nucleotide binding [goid 166] [evidence IEA]; protein kinase activity [goid 4672] [evidence IEA]; transferase activity [goid 16740] [evidence IEA]; ATP binding [goid 5524] [evidence IEA]; protein-tyrosine kinase activity [goid 4713] [pmid 3003578] [evidence TAS],1,27811518-27811567,1p35.3b,-,NM_005248.1,2268,FGR,-1.3725251497204587,7.991505386420396,-20.11213957571482,1.1211823847628417e-46,7.354956444044241e-45,95.65675361571175
HSPB6,ILMN_1721283,"Homo sapiens heat shock protein, alpha-crystallin-related, B6 (HSPB6), mRNA.",,protein folding [goid 6457] [evidence IEA]; response to unfolded protein [goid 6986] [evidence IEA],structural constituent of eye lens [goid 5212] [evidence IEA]; protein binding [goid 5515] [pmid 16225851] [evidence IPI],19,40937371-40937420,19q13.12a,-,NM_144617.1,126393,HSPB6,-2.480265449910359,7.856642219023465,-20.110181536369396,1.1342882506096975e-46,7.416614156274126e-45,95.64515446006986
ADAM8,ILMN_1708348,"Homo sapiens ADAM metallopeptidase domain 8 (ADAM8), mRNA.",integral to plasma membrane [goid 5887] [pmid 9126482] [evidence TAS],,metalloendopeptidase activity [goid 4222] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA],10,134926186-134926235,10q26.3f,-,NM_001109.2,101,ADAM8,2.4465226332281285,7.502875385591123,20.08723603704279,1.2998237085123025e-46,8.471294058603958e-45,95.5091932431439
MGP,ILMN_1651958,"Homo sapiens matrix Gla protein (MGP), mRNA.",extracellular region [goid 5576] [evidence IEA]; extracellular matrix (sensu Metazoa) [goid 5578] [pmid 9916809] [evidence TAS]; extracellular region [goid 5576] [evidence IEA]; extracellular matrix (sensu Metazoa) [goid 5578] [pmid 9916809] [evidence TAS],ossification [goid 1503] [pmid 9916809] [evidence TAS]; cell differentiation [goid 30154] [evidence IEA]; cartilage condensation [goid 1502] [pmid 9916809] [evidence TAS]; regulation of bone mineralization [goid 30500] [evidence IEA]; ossification [goid 1503] [pmid 9916809] [evidence TAS]; cell differentiation [goid 30154] [evidence IEA]; cartilage condensation [goid 1502] [pmid 9916809] [evidence TAS]; regulation of bone mineralization [goid 30500] [evidence IEA],structural constituent of bone [goid 8147] [pmid 9916809] [evidence TAS]; extracellular matrix structural constituent [goid 5201] [pmid 9916809] [evidence TAS]; calcium ion binding [goid 5509] [evidence IEA]; structural constituent of bone [goid 8147] [pmid 9916809] [evidence TAS]; extracellular matrix structural constituent [goid 5201] [pmid 9916809] [evidence TAS]; calcium ion binding [goid 5509] [evidence IEA],12,14930002-14930051,12p12.3e,-,NM_000900.2,4256,MGP,-2.1755665611979236,12.810089670493863,-20.066942251209877,1.4663304963448419e-46,9.525435250281687e-45,95.38889039919903
DUS1L,ILMN_1653342,"Homo sapiens dihydrouridine synthase 1-like (S. cerevisiae) (DUS1L), mRNA.",,tRNA processing [goid 8033] [evidence IEA],oxidoreductase activity [goid 16491] [evidence IEA]; FAD binding [goid 50660] [evidence IEA],17,77609348-77609397,17q25.3g,-,NM_022156.3,64118,DUS1L,1.5451355435218215,8.001210110191098,20.030071518329443,1.825556568082122e-46,1.1820626477083203e-44,95.17018856210402
RNF125,ILMN_1747192,"Homo sapiens ring finger protein 125 (RNF125), mRNA.",ubiquitin ligase complex [goid 151] [evidence IEA]; nucleus [goid 5634] [evidence IEA],immune response [goid 6955] [evidence IEA]; protein ubiquitination [goid 16567] [evidence IEA],metal ion binding [goid 46872] [evidence IEA]; nucleic acid binding [goid 3676] [evidence IEA]; ubiquitin-protein ligase activity [goid 4842] [evidence IEA]; zinc ion binding [goid 8270] [evidence IEA]; ligase activity [goid 16874] [evidence IEA],18,27879682-27879693:27899863-27899900,18q12.1e,+,NM_017831.2,54941,RNF125,-1.7572671643745377,6.5432541722492825,-20.025103664660318,1.88028146229332e-46,1.2135700483085402e-44,95.14070853011987
MYCT1,ILMN_1750225,"Homo sapiens myc target 1 (MYCT1), mRNA.",,,,6,153084758-153084807,6q25.2a,+,NM_025107.1,80177,MYCT1,-1.4117092840963732,5.7026951318954895,-20.016004854969452,1.9848168632776967e-46,1.276920122201291e-44,95.08670687646556
CHPF,ILMN_1731353,"Homo sapiens chondroitin polymerizing factor (CHPF), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA],,metal ion binding [goid 46872] [evidence IEA]; transferase activity [goid 16740] [evidence IEA]; N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity [goid 50510] [evidence IEA]; protein binding [goid 5515] [pmid 15231747] [evidence IPI],2,220112075-220112124,2q35f,-,NM_024536.4,79586,CHPF,2.03437941040176,9.508127881457483,20.012571704932416,2.0257584428022028e-46,1.2990825296021304e-44,95.06632840260464
RNF43,ILMN_1700606,"Homo sapiens ring finger protein 43 (RNF43), mRNA.",,,zinc ion binding [goid 8270] [evidence IEA]; metal ion binding [goid 46872] [evidence IEA]; protein binding [goid 5515] [evidence IEA],17,53786311-53786360,17q22d,-,NM_017763.3,54894,RNF43,1.9097279222283694,6.9135688834516635,20.00984489998327,2.0588796298410348e-46,1.3161042694523778e-44,95.0501416152978
PVRL4,ILMN_1749044,"Homo sapiens poliovirus receptor-related 4 (PVRL4), mRNA.",,cell adhesion [goid 7155] [evidence IEA],receptor activity [goid 4872] [evidence IEA]; protein binding [goid 5515] [evidence IEA],1,159308405-159308454,1q23.3a,-,NM_030916.1,81607,PVRL4,1.7576274092264246,5.930615511880973,19.996609613682924,2.227527797863539e-46,1.4193750375685887e-44,94.97156167095213
HSPB8,ILMN_1791280,"Homo sapiens heat shock 22kDa protein 8 (HSPB8), mRNA.",intracellular [goid 5622] [pmid 11256614] [evidence IDA],protein folding [goid 6457] [evidence IEA]; response to unfolded protein [goid 6986] [evidence IEA],kinase activity [goid 16301] [evidence IEA]; transferase activity [goid 16740] [evidence IEA]; protein serine/threonine kinase activity [goid 4674] [pmid 10833516] [evidence NAS],12,118116751-118116800,12q24.23b,+,NM_014365.2,26353,HSPB8,-2.4965672804729424,8.88792807591332,-19.98879283520659,2.333573325554018e-46,1.4822265110376124e-44,94.92514213212431
FCN1,ILMN_1668063,"Homo sapiens ficolin (collagen/fibrinogen domain containing) 1 (FCN1), mRNA.",cytoplasm [goid 5737] [evidence IEA],phosphate transport [goid 6817] [evidence IEA]; opsonization [goid 8228] [pmid 8576206] [evidence TAS],antigen binding [goid 3823] [pmid 8576206] [evidence TAS]; sugar binding [goid 5529] [pmid 8576206] [evidence TAS]; calcium ion binding [goid 5509] [pmid 8576206] [evidence TAS],9,136941286-136941335,9q34.3a,-,NM_002003.2,2219,FCN1,-2.8620200325628034,9.619415761771217,-19.97256386263122,2.5702004367667795e-46,1.6273598208490418e-44,94.82874323311461
SGPP2,ILMN_1662140,"Homo sapiens sphingosine-1-phosphate phosphotase 2 (SGPP2), mRNA.",membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; endoplasmic reticulum [goid 5783] [evidence IEA]; membrane [goid 16020] [evidence IEA]; integral to membrane [goid 16021] [evidence IEA]; endoplasmic reticulum [goid 5783] [evidence IEA],,hydrolase activity [goid 16787] [evidence IEA]; hydrolase activity [goid 16787] [evidence IEA],2,222997707-222997756,2q36.1b-q36.1c,+,NM_152386.2,130367,SGPP2,1.3176441363949918,7.22767760899643,19.941822379899982,3.086455559702311e-46,1.9480694901742535e-44,94.64605243198032
